window_id,mode,pc_phase,object_A,object_B,peak_A,peak_B,delta_B_minus_A,tau_sync_primary_used,order_label,n_years_in_group,years_in_group
W113,3,high,H,Je,109.0,104.0,-5.0,3.0,B_earlier,15,2005;1989;1987;1981;1998;1988;2000;2017;1993;2015;1994;2014;1999;1980;2021
W113,3,high,H,Jw,109.0,104.0,-5.0,3.0,B_earlier,15,2005;1989;1987;1981;1998;1988;2000;2017;1993;2015;1994;2014;1999;1980;2021
W113,3,high,Je,Jw,104.0,104.0,0.0,3.0,same_day_or_near,15,2005;1989;1987;1981;1998;1988;2000;2017;1993;2015;1994;2014;1999;1980;2021
W113,3,low,P,V,116.0,114.0,-2.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,P,H,116.0,117.0,1.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,P,Je,116.0,115.0,-1.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,P,Jw,116.0,113.0,-3.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,V,H,114.0,117.0,3.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,V,Je,114.0,115.0,1.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,V,Jw,114.0,113.0,-1.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,H,Je,117.0,115.0,-2.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,H,Jw,117.0,113.0,-4.0,3.0,B_earlier,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W113,3,low,Je,Jw,115.0,113.0,-2.0,3.0,same_day_or_near,15,2022;2016;1983;1979;2007;1992;2013;2020;2006;1986;2019;1985;1982;2010;1984
W160,1,high,P,V,154.0,148.0,-6.0,4.0,B_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,P,H,154.0,167.0,13.0,4.0,A_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,P,Je,154.0,165.0,11.0,4.0,A_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,P,Jw,154.0,148.0,-6.0,4.0,B_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,V,H,148.0,167.0,19.0,4.0,A_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,V,Je,148.0,165.0,17.0,4.0,A_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,V,Jw,148.0,148.0,0.0,4.0,same_day_or_near,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,H,Je,167.0,165.0,-2.0,4.0,same_day_or_near,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,H,Jw,167.0,148.0,-19.0,4.0,B_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,high,Je,Jw,165.0,148.0,-17.0,4.0,B_earlier,15,1995;2005;1980;2023;1987;2009;1993;2014;2020;2003;2022;2010;2017;2021;1998
W160,1,low,P,V,160.0,161.0,1.0,4.0,same_day_or_near,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,P,H,160.0,153.0,-7.0,4.0,B_earlier,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,P,Je,160.0,159.0,-1.0,4.0,same_day_or_near,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,P,Jw,160.0,163.0,3.0,4.0,same_day_or_near,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,V,H,161.0,153.0,-8.0,4.0,B_earlier,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,V,Je,161.0,159.0,-2.0,4.0,same_day_or_near,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,V,Jw,161.0,163.0,2.0,4.0,same_day_or_near,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,H,Je,153.0,159.0,6.0,4.0,A_earlier,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,H,Jw,153.0,163.0,10.0,4.0,A_earlier,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,1,low,Je,Jw,159.0,163.0,4.0,4.0,same_day_or_near,15,1986;1984;2000;1989;1981;1985;1990;1982;2012;2016;1997;2006;1992;1979;1991
W160,2,high,P,V,158.0,158.0,0.0,4.0,same_day_or_near,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,P,H,158.0,157.0,-1.0,4.0,same_day_or_near,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,P,Je,158.0,155.0,-3.0,4.0,same_day_or_near,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,P,Jw,158.0,166.0,8.0,4.0,A_earlier,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,V,H,158.0,157.0,-1.0,4.0,same_day_or_near,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,V,Je,158.0,155.0,-3.0,4.0,same_day_or_near,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,V,Jw,158.0,166.0,8.0,4.0,A_earlier,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,H,Je,157.0,155.0,-2.0,4.0,same_day_or_near,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,H,Jw,157.0,166.0,9.0,4.0,A_earlier,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,high,Je,Jw,155.0,166.0,11.0,4.0,A_earlier,15,1981;1988;1991;1996;2000;1997;2002;2009;1995;1982;1993;2015;2014;1987;1980
W160,2,low,P,V,165.0,162.0,-3.0,4.0,same_day_or_near,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,P,H,165.0,157.0,-8.0,4.0,B_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,P,Je,165.0,165.0,0.0,4.0,same_day_or_near,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,P,Jw,165.0,151.0,-14.0,4.0,B_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,V,H,162.0,157.0,-5.0,4.0,B_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,V,Je,162.0,165.0,3.0,4.0,same_day_or_near,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,V,Jw,162.0,151.0,-11.0,4.0,B_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,H,Je,157.0,165.0,8.0,4.0,A_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,H,Jw,157.0,151.0,-6.0,4.0,B_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,2,low,Je,Jw,165.0,151.0,-14.0,4.0,B_earlier,15,2022;2010;2007;2016;2013;2023;2018;2006;1985;2012;2020;2005;2019;2003;1979
W160,3,high,P,V,159.0,155.0,-4.0,4.0,same_day_or_near,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,P,H,159.0,160.0,1.0,4.0,same_day_or_near,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,P,Je,159.0,166.0,7.0,4.0,A_earlier,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,P,Jw,159.0,157.0,-2.0,4.0,same_day_or_near,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,V,H,155.0,160.0,5.0,4.0,A_earlier,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,V,Je,155.0,166.0,11.0,4.0,A_earlier,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,V,Jw,155.0,157.0,2.0,4.0,same_day_or_near,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,H,Je,160.0,166.0,6.0,4.0,A_earlier,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,H,Jw,160.0,157.0,-3.0,4.0,same_day_or_near,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,high,Je,Jw,166.0,157.0,-9.0,4.0,B_earlier,15,1998;1993;2023;1980;2016;2004;2015;2005;2007;1983;1999;2001;1989;2008;1988
W160,3,low,P,V,161.0,165.0,4.0,4.0,same_day_or_near,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,P,H,161.0,156.0,-5.0,4.0,B_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,P,Je,161.0,161.0,0.0,4.0,same_day_or_near,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,P,Jw,161.0,149.0,-12.0,4.0,B_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,V,H,165.0,156.0,-9.0,4.0,B_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,V,Je,165.0,161.0,-4.0,4.0,same_day_or_near,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,V,Jw,165.0,149.0,-16.0,4.0,B_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,H,Je,156.0,161.0,5.0,4.0,A_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,H,Jw,156.0,149.0,-7.0,4.0,B_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
W160,3,low,Je,Jw,161.0,149.0,-12.0,4.0,B_earlier,15,1995;1997;1994;2002;1990;2020;2009;2022;2011;2003;2012;1996;1992;2019;1987
