lineage_id,lineage_day,lineage_status,lineage_strict_accepted_flag,lineage_strict_accepted_window_id,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,input_source,object_a,object_b,day_a,day_b,candidate_id_a,candidate_id_b,assignment_class_a,assignment_class_b,support_class_a,support_class_b,candidate_provenance_class_a,candidate_provenance_class_b,missing_flag,day_gap_a_minus_b,order_tau0,reference_order_tau0,order_changed_tau0,near_tie_flag_tau0,order_tau2,reference_order_tau2,order_changed_tau2,near_tie_flag_tau2,order_tau5,reference_order_tau5,order_changed_tau5,near_tie_flag_tau5
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,baseline_smooth9,V,Je,16.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-10.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,baseline_smooth9,V,Jw,16.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-25.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,baseline_smooth9,H,Je,19.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-7.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,baseline_smooth9,H,Jw,19.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-22.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,baseline_smooth9,Je,Jw,26.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-15.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,P,V,18.0,16.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,2.0,B_BEFORE_A,B_BEFORE_A,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,P,H,18.0,19.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-1.0,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,P,Je,18.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-8.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,P,Jw,18.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-23.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,V,H,16.0,19.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-3.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,V,Je,16.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-10.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,V,Jw,16.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-25.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,H,Je,19.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-7.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,H,Jw,19.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-22.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,baseline_smooth9,Je,Jw,26.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-15.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,P,V,18.0,16.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,2.0,B_BEFORE_A,B_BEFORE_A,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,P,H,18.0,19.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-1.0,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,P,Je,18.0,26.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-8.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,P,Jw,18.0,41.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-23.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,V,H,16.0,19.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-3.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,V,Je,16.0,26.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-10.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,V,Jw,16.0,41.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-25.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,H,Je,19.0,26.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-7.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,H,Jw,19.0,41.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-22.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,BASELINE,BASELINE,baseline,none,baseline,baseline_smooth9,Je,Jw,26.0,41.0,CP001,CP001,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,object_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-15.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,P,V,18.0,16.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,2.0,B_BEFORE_A,B_BEFORE_A,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,P,H,18.0,19.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-1.0,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,P,Je,18.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-8.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,P,Jw,18.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-23.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,V,H,16.0,19.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-3.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,V,Je,16.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-10.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,V,Jw,16.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-25.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,H,Je,19.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-7.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,H,Jw,19.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-22.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,baseline_smooth9,Je,Jw,26.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-15.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,P,V,18.0,16.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,2.0,B_BEFORE_A,B_BEFORE_A,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,P,H,18.0,19.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-1.0,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,P,Je,18.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-8.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,P,Jw,18.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-23.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,V,H,16.0,19.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-3.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,NEAR_TIE,NEAR_TIE,False,True
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,V,Je,16.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-10.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,V,Jw,16.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-25.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,H,Je,19.0,26.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,-7.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,H,Jw,19.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-22.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,baseline_smooth9,Je,Jw,26.0,41.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_candidate,object_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_MAIN_CANDIDATE,False,-15.0,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False,A_BEFORE_B,A_BEFORE_B,False,False
J018_W001,18,derived_non_strict_candidate_window,False,,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,baseline_smooth9,P,V,18.0,16.0,CP001,CP001,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,PERTURBED_SAME_AS_BASELINE_CANDIDATE_DAY,object_weak_candidate,object_weak_candidate,BASELINE_OBJECT_NATIVE_CANDIDATE,BASELINE_OBJECT_NATIVE_CANDIDATE,False,2.0,B_BEFORE_A,B_BEFORE_A,False,False,NEAR_TIE,NEAR_TIE,False,True,NEAR_TIE,NEAR_TIE,False,True
